image_path,IMAGE,MEDICINE_NAME,GENERIC_NAME,source,source_split,raw_text,match_method,match_score,label
D:\ediprjcursor\data\datasetHand\Training\training_words\2763.png,2763.png,Romycin,Azithromycin Dihydrate (Ophthalmic),datasetHand,training,,,,69
D:\ediprjcursor\data\datasetHand\Training\training_words\1229.png,1229.png,Fexofast,Fexofenadine Hydrochloride,datasetHand,training,,,,31
D:\ediprjcursor\data\datasetHand\Training\training_words\1223.png,1223.png,Fexofast,Fexofenadine Hydrochloride,datasetHand,training,,,,31
D:\ediprjcursor\data\datasetHand\Training\training_words\2884.png,2884.png,Tamen,Paracetamol,datasetHand,training,,,,72
D:\ediprjcursor\data\datasetHand\Training\training_words\1386.png,1386.png,Flamyd,Metronidazole,datasetHand,training,,,,34
D:\ediprjcursor\data\datasetHand\Training\training_words\1069.png,1069.png,Esoral,Esomeprazole,datasetHand,training,,,,26
D:\ediprjcursor\data\datasetHand\Training\training_words\2196.png,2196.png,Napa Extend,Paracetamol,datasetHand,training,,,,55
D:\ediprjcursor\data\datasetHand\Training\training_words\1159.png,1159.png,Exium,Esomeprazole,datasetHand,training,,,,28
D:\ediprjcursor\data\datasetHand\Training\training_words\986.png,986.png,Disopan,Clonazepam,datasetHand,training,,,,24
D:\ediprjcursor\data\datasetHand\Training\training_words\2718.png,2718.png,Ritch,Fexofenadine Hydrochloride,datasetHand,training,,,,67
D:\ediprjcursor\data\datasetHand\Training\training_words\48.png,48.png,Ace,Paracetamol,datasetHand,training,,,,0
D:\ediprjcursor\data\datasetHand\Training\training_words\1354.png,1354.png,Fixal,Fexofenadine Hydrochloride,datasetHand,training,,,,33
D:\ediprjcursor\data\datasetHand\Training\training_words\85.png,85.png,Alatrol,Cetirizine Hydrochloride,datasetHand,training,,,,2
D:\ediprjcursor\data\datasetHand\Training\training_words\3051.png,3051.png,Vifas,Fexofenadine Hydrochloride,datasetHand,training,,,,76
D:\ediprjcursor\data\datasetHand\Training\training_words\1415.png,1415.png,Flexibac,Baclofen,datasetHand,training,,,,35
D:\ediprjcursor\data\datasetHand\Training\training_words\784.png,784.png,Conaz,Fluconazole,datasetHand,training,,,,19
D:\ediprjcursor\data\datasetHand\Training\training_words\2876.png,2876.png,Sergel,Esomeprazole,datasetHand,training,,,,71
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P4403.jpg,P4403.jpg,Maxpro,Esomeprazole,RxHandBD-ML,train,Maxpro,exact_clean,100.0,47
D:\ediprjcursor\data\datasetHand\Training\training_words\1989.png,1989.png,Metsina,Metronidazole,datasetHand,training,,,,49
D:\ediprjcursor\data\datasetHand\Training\training_words\1342.png,1342.png,Fixal,Fexofenadine Hydrochloride,datasetHand,training,,,,33
D:\ediprjcursor\data\datasetHand\Training\training_words\1579.png,1579.png,Ketoral,Ketoconazole (Tablet),datasetHand,training,,,,39
D:\ediprjcursor\data\datasetHand\Training\training_words\1948.png,1948.png,Metro,Metronidazole,datasetHand,training,,,,48
D:\ediprjcursor\data\datasetHand\Training\training_words\2523.png,2523.png,Progut,Esomeprazole,datasetHand,training,,,,63
D:\ediprjcursor\data\datasetHand\Training\training_words\1221.png,1221.png,Fexofast,Fexofenadine Hydrochloride,datasetHand,training,,,,31
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P2575.jpg,P2575.jpg,Napa Extend,Paracetamol,RxHandBD-ML,train,Napa Extend,exact_clean,100.0,55
D:\ediprjcursor\data\datasetHand\Training\training_words\2589.png,2589.png,Provair,Montelukast Sodium,datasetHand,training,,,,64
D:\ediprjcursor\data\datasetHand\Training\training_words\2857.png,2857.png,Sergel,Esomeprazole,datasetHand,training,,,,71
D:\ediprjcursor\data\datasetHand\Training\training_words\2680.png,2680.png,Ritch,Fexofenadine Hydrochloride,datasetHand,training,,,,67
D:\ediprjcursor\data\datasetHand\Training\training_words\815.png,815.png,Dancel,Ketoconazole (Shampoo),datasetHand,training,,,,20
D:\ediprjcursor\data\datasetHand\Training\training_words\541.png,541.png,Bacmax,Baclofen,datasetHand,training,,,,13
D:\ediprjcursor\data\datasetHand\Training\training_words\2051.png,2051.png,Montair,Montelukast Sodium,datasetHand,training,,,,51
D:\ediprjcursor\data\datasetHand\Training\training_words\2080.png,2080.png,Montene,Montelukast Sodium,datasetHand,training,,,,52
D:\ediprjcursor\data\datasetHand\Training\training_words\2974.png,2974.png,Tridosil,Azithromycin Dihydrate,datasetHand,training,,,,74
D:\ediprjcursor\data\datasetHand\Training\training_words\500.png,500.png,Baclon,Baclofen,datasetHand,training,,,,12
D:\ediprjcursor\data\datasetHand\Training\training_words\2692.png,2692.png,Ritch,Fexofenadine Hydrochloride,datasetHand,training,,,,67
D:\ediprjcursor\data\datasetHand\Training\training_words\2017.png,2017.png,Monas,Montelukast Sodium,datasetHand,training,,,,50
D:\ediprjcursor\data\datasetHand\Training\training_words\3093.png,3093.png,Zithrin,Azithromycin Dihydrate,datasetHand,training,,,,77
D:\ediprjcursor\data\datasetHand\Training\training_words\1034.png,1034.png,Esonix,Esomeprazole,datasetHand,training,,,,25
D:\ediprjcursor\data\datasetHand\Training\training_words\1316.png,1316.png,Filmet,Metronidazole,datasetHand,training,,,,32
D:\ediprjcursor\data\datasetHand\Training\training_words\3006.png,3006.png,Trilock,Montelukast Sodium,datasetHand,training,,,,75
D:\ediprjcursor\data\datasetHand\Training\training_words\1123.png,1123.png,Exium,Esomeprazole,datasetHand,training,,,,28
D:\ediprjcursor\data\datasetHand\Training\training_words\2922.png,2922.png,Telfast,Fexofenadine Hydrochloride,datasetHand,training,,,,73
D:\ediprjcursor\data\datasetHand\Training\training_words\2838.png,2838.png,Rozith,Azithromycin Dihydrate,datasetHand,training,,,,70
D:\ediprjcursor\data\datasetHand\Training\training_words\1247.png,1247.png,Fexo,Fexofenadine Hydrochloride,datasetHand,training,,,,30
D:\ediprjcursor\data\datasetHand\Training\training_words\1053.png,1053.png,Esoral,Esomeprazole,datasetHand,training,,,,26
D:\ediprjcursor\data\datasetHand\Training\training_words\2123.png,2123.png,Montex,Montelukast Sodium,datasetHand,training,,,,53
D:\ediprjcursor\data\datasetHand\Training\training_words\1633.png,1633.png,Ketotab,Ketoconazole (Tablet),datasetHand,training,,,,40
D:\ediprjcursor\data\datasetHand\Training\training_words\2764.png,2764.png,Romycin,Azithromycin Dihydrate (Ophthalmic),datasetHand,training,,,,69
D:\ediprjcursor\data\datasetHand\Training\training_words\2827.png,2827.png,Rozith,Azithromycin Dihydrate,datasetHand,training,,,,70
D:\ediprjcursor\data\datasetHand\Training\training_words\2868.png,2868.png,Sergel,Esomeprazole,datasetHand,training,,,,71
D:\ediprjcursor\data\datasetHand\Training\training_words\2202.png,2202.png,Napa,Paracetamol,datasetHand,training,,,,54
D:\ediprjcursor\data\datasetHand\Training\training_words\2325.png,2325.png,Nidazyl,Metronidazole,datasetHand,training,,,,58
D:\ediprjcursor\data\datasetHand\Training\training_words\877.png,877.png,Denixil,Clonazepam,datasetHand,training,,,,21
D:\ediprjcursor\data\datasetHand\Training\training_words\1375.png,1375.png,Flamyd,Metronidazole,datasetHand,training,,,,34
D:\ediprjcursor\data\datasetHand\Training\training_words\1144.png,1144.png,Exium,Esomeprazole,datasetHand,training,,,,28
D:\ediprjcursor\data\datasetHand\Training\training_words\210.png,210.png,Axodin,Fexofenadine Hydrochloride,datasetHand,training,,,,5
D:\ediprjcursor\data\datasetHand\Training\training_words\281.png,281.png,Azyth,Azithromycin Dihydrate,datasetHand,training,,,,8
D:\ediprjcursor\data\datasetHand\Training\training_words\1215.png,1215.png,Fexofast,Fexofenadine Hydrochloride,datasetHand,training,,,,31
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P3437.jpg,P3437.jpg,Napa Extend,Paracetamol,RxHandBD-ML,train,Napa,exact_clean,100.0,55
D:\ediprjcursor\data\datasetHand\Training\training_words\1355.png,1355.png,Fixal,Fexofenadine Hydrochloride,datasetHand,training,,,,33
D:\ediprjcursor\data\datasetHand\Training\training_words\924.png,924.png,Dinafex,Fexofenadine Hydrochloride,datasetHand,training,,,,23
D:\ediprjcursor\data\datasetHand\Training\training_words\1118.png,1118.png,Etizin,Cetirizine Hydrochloride,datasetHand,training,,,,27
D:\ediprjcursor\data\datasetHand\Training\training_words\1576.png,1576.png,Ketoral,Ketoconazole (Tablet),datasetHand,training,,,,39
D:\ediprjcursor\data\datasetHand\Training\training_words\2558.png,2558.png,Progut,Esomeprazole,datasetHand,training,,,,63
D:\ediprjcursor\data\datasetHand\Training\training_words\2760.png,2760.png,Romycin,Azithromycin Dihydrate (Ophthalmic),datasetHand,training,,,,69
D:\ediprjcursor\data\datasetHand\Training\training_words\3010.png,3010.png,Trilock,Montelukast Sodium,datasetHand,training,,,,75
D:\ediprjcursor\data\datasetHand\Training\training_words\2509.png,2509.png,Opton,Esomeprazole,datasetHand,training,,,,62
D:\ediprjcursor\data\datasetHand\Training\training_words\2520.png,2520.png,Progut,Esomeprazole,datasetHand,training,,,,63
D:\ediprjcursor\data\datasetHand\Training\training_words\1078.png,1078.png,Esoral,Esomeprazole,datasetHand,training,,,,26
D:\ediprjcursor\data\datasetHand\Training\training_words\343.png,343.png,Az,Azithromycin Dihydrate,datasetHand,training,,,,6
D:\ediprjcursor\data\datasetHand\Training\training_words\2261.png,2261.png,Nexcap,Esomeprazole,datasetHand,training,,,,56
D:\ediprjcursor\data\datasetHand\Training\training_words\1826.png,1826.png,M-Kast,Montelukast Sodium,datasetHand,training,,,,45
D:\ediprjcursor\data\datasetHand\Training\training_words\1120.png,1120.png,Exium,Esomeprazole,datasetHand,training,,,,28
D:\ediprjcursor\data\datasetHand\Training\training_words\1796.png,1796.png,Lumona,Montelukast Sodium,datasetHand,training,,,,44
D:\ediprjcursor\data\datasetHand\Training\training_words\95.png,95.png,Alatrol,Cetirizine Hydrochloride,datasetHand,training,,,,2
D:\ediprjcursor\data\datasetHand\Training\training_words\2990.png,2990.png,Tridosil,Azithromycin Dihydrate,datasetHand,training,,,,74
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P2526.jpg,P2526.jpg,Montair,Montelukast Sodium,RxHandBD-ML,train,Montair,exact_clean,100.0,51
D:\ediprjcursor\data\datasetHand\Training\training_words\3110.png,3110.png,Zithrin,Azithromycin Dihydrate,datasetHand,training,,,,77
D:\ediprjcursor\data\datasetHand\Training\training_words\8.png,8.png,Aceta,Paracetamol,datasetHand,training,,,,1
D:\ediprjcursor\data\datasetHand\Training\training_words\659.png,659.png,Canazole,Fluconazole,datasetHand,training,,,,16
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P2774.jpg,P2774.jpg,Monas,Montelukast Sodium,RxHandBD-ML,train,Monas,exact_clean,100.0,50
D:\ediprjcursor\data\datasetHand\Training\training_words\194.png,194.png,Atrizin,Cetirizine Hydrochloride,datasetHand,training,,,,4
D:\ediprjcursor\data\datasetHand\Training\training_words\1365.png,1365.png,Flamyd,Metronidazole,datasetHand,training,,,,34
D:\ediprjcursor\data\datasetHand\Training\training_words\2554.png,2554.png,Progut,Esomeprazole,datasetHand,training,,,,63
D:\ediprjcursor\data\datasetHand\Training\training_words\1441.png,1441.png,Flexilax,Baclofen,datasetHand,training,,,,36
D:\ediprjcursor\data\datasetHand\Training\training_words\603.png,603.png,Bicozin,Vitamin B Complex + Zinc,datasetHand,training,,,,15
D:\ediprjcursor\data\datasetHand\Training\training_words\3088.png,3088.png,Zithrin,Azithromycin Dihydrate,datasetHand,training,,,,77
D:\ediprjcursor\data\datasetHand\Training\training_words\1897.png,1897.png,Maxpro,Esomeprazole,datasetHand,training,,,,47
D:\ediprjcursor\data\datasetHand\Training\training_words\2011.png,2011.png,Monas,Montelukast Sodium,datasetHand,training,,,,50
D:\ediprjcursor\data\datasetHand\Training\training_words\354.png,354.png,Az,Azithromycin Dihydrate,datasetHand,training,,,,6
D:\ediprjcursor\data\datasetHand\Training\training_words\1625.png,1625.png,Ketotab,Ketoconazole (Tablet),datasetHand,training,,,,40
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P4326.jpg,P4326.jpg,Fexo,Fexofenadine Hydrochloride,RxHandBD-ML,train,Fexo,exact_clean,100.0,30
D:\ediprjcursor\data\datasetHand\Training\training_words\2059.png,2059.png,Montair,Montelukast Sodium,datasetHand,training,,,,51
D:\ediprjcursor\data\datasetHand\Training\training_words\123.png,123.png,Amodis,Metronidazole,datasetHand,training,,,,3
D:\ediprjcursor\data\datasetHand\Training\training_words\1134.png,1134.png,Exium,Esomeprazole,datasetHand,training,,,,28
D:\ediprjcursor\data\datasetHand\Training\training_words\2483.png,2483.png,Opton,Esomeprazole,datasetHand,training,,,,62
D:\ediprjcursor\data\datasetHand\Training\training_words\1688.png,1688.png,Leptic,Clonazepam,datasetHand,training,,,,42
D:\ediprjcursor\data\datasetHand\Training\training_words\233.png,233.png,Axodin,Fexofenadine Hydrochloride,datasetHand,training,,,,5
D:\ediprjcursor\data\datasetHand\Training\training_words\727.png,727.png,Cetisoft,Cetirizine Hydrochloride,datasetHand,training,,,,18
D:\ediprjcursor\data\datasetHand\Training\training_words\1780.png,1780.png,Lumona,Montelukast Sodium,datasetHand,training,,,,44
D:\ediprjcursor\data\datasetHand\Training\training_words\628.png,628.png,Bicozin,Vitamin B Complex + Zinc,datasetHand,training,,,,15
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P4388.jpg,P4388.jpg,Napa Extend,Paracetamol,RxHandBD-ML,train,Napa,exact_clean,100.0,55
D:\ediprjcursor\data\datasetHand\Training\training_words\619.png,619.png,Bicozin,Vitamin B Complex + Zinc,datasetHand,training,,,,15
D:\ediprjcursor\data\datasetHand\Training\training_words\2286.png,2286.png,Nexum,Esomeprazole,datasetHand,training,,,,57
D:\ediprjcursor\data\datasetHand\Training\training_words\2000.png,2000.png,Monas,Montelukast Sodium,datasetHand,training,,,,50
D:\ediprjcursor\data\datasetHand\Training\training_words\1130.png,1130.png,Exium,Esomeprazole,datasetHand,training,,,,28
D:\ediprjcursor\data\datasetHand\Training\training_words\589.png,589.png,Beklo,Baclofen,datasetHand,training,,,,14
D:\ediprjcursor\data\datasetHand\Training\training_words\2900.png,2900.png,Tamen,Paracetamol,datasetHand,training,,,,72
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P2618.jpg,P2618.jpg,Napa Extend,Paracetamol,RxHandBD-ML,train,Napa,exact_clean,100.0,55
D:\ediprjcursor\data\datasetHand\Training\training_words\959.png,959.png,Dinafex,Fexofenadine Hydrochloride,datasetHand,training,,,,23
D:\ediprjcursor\data\datasetHand\Training\training_words\278.png,278.png,Azithrocin,Azithromycin Dihydrate,datasetHand,training,,,,7
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P4389.jpg,P4389.jpg,Maxpro,Esomeprazole,RxHandBD-ML,train,Maxpro,exact_clean,100.0,47
D:\ediprjcursor\data\datasetHand\Training\training_words\400.png,400.png,Backtone,Baclofen,datasetHand,training,,,,10
D:\ediprjcursor\data\datasetHand\Training\training_words\1066.png,1066.png,Esoral,Esomeprazole,datasetHand,training,,,,26
D:\ediprjcursor\data\datasetHand\Training\training_words\3009.png,3009.png,Trilock,Montelukast Sodium,datasetHand,training,,,,75
D:\ediprjcursor\data\datasetHand\Training\training_words\2027.png,2027.png,Monas,Montelukast Sodium,datasetHand,training,,,,50
D:\ediprjcursor\data\datasetHand\Training\training_words\582.png,582.png,Beklo,Baclofen,datasetHand,training,,,,14
D:\ediprjcursor\data\datasetHand\Training\training_words\694.png,694.png,Candinil,Fluconazole,datasetHand,training,,,,17
D:\ediprjcursor\data\datasetHand\Training\training_words\560.png,560.png,Beklo,Baclofen,datasetHand,training,,,,14
D:\ediprjcursor\data\datasetHand\Training\training_words\1324.png,1324.png,Fixal,Fexofenadine Hydrochloride,datasetHand,training,,,,33
D:\ediprjcursor\data\datasetHand\Training\training_words\990.png,990.png,Disopan,Clonazepam,datasetHand,training,,,,24
D:\ediprjcursor\data\datasetHand\Training\training_words\1163.png,1163.png,Fenadin,Fexofenadine Hydrochloride,datasetHand,training,,,,29
D:\ediprjcursor\data\datasetHand\Training\training_words\2161.png,2161.png,Napa Extend,Paracetamol,datasetHand,training,,,,55
D:\ediprjcursor\data\datasetHand\Training\training_words\1520.png,1520.png,Ketocon,Ketoconazole (Shampoo),datasetHand,training,,,,38
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P2821.jpg,P2821.jpg,Ace,Paracetamol,RxHandBD-ML,train,Ace,exact_clean,100.0,0
D:\ediprjcursor\data\datasetHand\Training\training_words\846.png,846.png,Denixil,Clonazepam,datasetHand,training,,,,21
D:\ediprjcursor\data\datasetHand\Training\training_words\2947.png,2947.png,Telfast,Fexofenadine Hydrochloride,datasetHand,training,,,,73
D:\ediprjcursor\data\datasetHand\Training\training_words\1410.png,1410.png,Flexibac,Baclofen,datasetHand,training,,,,35
D:\ediprjcursor\data\datasetHand\Training\training_words\2170.png,2170.png,Napa Extend,Paracetamol,datasetHand,training,,,,55
D:\ediprjcursor\data\datasetHand\Training\training_words\1527.png,1527.png,Ketocon,Ketoconazole (Shampoo),datasetHand,training,,,,38
D:\ediprjcursor\data\datasetHand\Training\training_words\1508.png,1508.png,Flugal,Fluconazole,datasetHand,training,,,,37
D:\ediprjcursor\data\datasetHand\Training\training_words\266.png,266.png,Azithrocin,Azithromycin Dihydrate,datasetHand,training,,,,7
D:\ediprjcursor\data\datasetHand\Training\training_words\97.png,97.png,Alatrol,Cetirizine Hydrochloride,datasetHand,training,,,,2
D:\ediprjcursor\data\datasetHand\Training\training_words\2427.png,2427.png,Odmon,Montelukast Sodium,datasetHand,training,,,,60
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P2723.jpg,P2723.jpg,Napa Extend,Paracetamol,RxHandBD-ML,train,Napa,exact_clean,100.0,55
D:\ediprjcursor\data\datasetHand\Training\training_words\1922.png,1922.png,Metro,Metronidazole,datasetHand,training,,,,48
D:\ediprjcursor\data\datasetHand\Training\training_words\463.png,463.png,Baclofen,Baclofen,datasetHand,training,,,,11
D:\ediprjcursor\data\datasetHand\Training\training_words\30.png,30.png,Aceta,Paracetamol,datasetHand,training,,,,1
D:\ediprjcursor\data\datasetHand\Training\training_words\1445.png,1445.png,Flexilax,Baclofen,datasetHand,training,,,,36
D:\ediprjcursor\data\datasetHand\Training\training_words\2389.png,2389.png,Nizoder,Ketoconazole (Cream),datasetHand,training,,,,59
D:\ediprjcursor\data\datasetHand\Training\training_words\2249.png,2249.png,Nexcap,Esomeprazole,datasetHand,training,,,,56
D:\ediprjcursor\data\datasetHand\Training\training_words\1387.png,1387.png,Flamyd,Metronidazole,datasetHand,training,,,,34
D:\ediprjcursor\data\datasetHand\Training\training_words\1018.png,1018.png,Esonix,Esomeprazole,datasetHand,training,,,,25
D:\ediprjcursor\data\datasetHand\Training\training_words\732.png,732.png,Cetisoft,Cetirizine Hydrochloride,datasetHand,training,,,,18
D:\ediprjcursor\data\datasetHand\Training\training_words\2746.png,2746.png,Rivotril,Clonazepam,datasetHand,training,,,,68
D:\ediprjcursor\data\datasetHand\Training\training_words\1110.png,1110.png,Etizin,Cetirizine Hydrochloride,datasetHand,training,,,,27
D:\ediprjcursor\data\datasetHand\Training\training_words\1285.png,1285.png,Filmet,Metronidazole,datasetHand,training,,,,32
D:\ediprjcursor\data\datasetHand\Training\training_words\2237.png,2237.png,Napa,Paracetamol,datasetHand,training,,,,54
D:\ediprjcursor\data\datasetHand\Training\training_words\696.png,696.png,Candinil,Fluconazole,datasetHand,training,,,,17
D:\ediprjcursor\data\datasetHand\Training\training_words\948.png,948.png,Dinafex,Fexofenadine Hydrochloride,datasetHand,training,,,,23
D:\ediprjcursor\data\datasetHand\Training\training_words\480.png,480.png,Baclon,Baclofen,datasetHand,training,,,,12
D:\ediprjcursor\data\datasetHand\Training\training_words\178.png,178.png,Atrizin,Cetirizine Hydrochloride,datasetHand,training,,,,4
D:\ediprjcursor\data\datasetHand\Training\training_words\359.png,359.png,Az,Azithromycin Dihydrate,datasetHand,training,,,,6
D:\ediprjcursor\data\datasetHand\Training\training_words\439.png,439.png,Backtone,Baclofen,datasetHand,training,,,,10
D:\ediprjcursor\data\datasetHand\Training\training_words\2407.png,2407.png,Odmon,Montelukast Sodium,datasetHand,training,,,,60
D:\ediprjcursor\data\datasetHand\Training\training_words\1005.png,1005.png,Esonix,Esomeprazole,datasetHand,training,,,,25
D:\ediprjcursor\data\datasetHand\Training\training_words\1091.png,1091.png,Etizin,Cetirizine Hydrochloride,datasetHand,training,,,,27
D:\ediprjcursor\data\datasetHand\Training\training_words\1943.png,1943.png,Metro,Metronidazole,datasetHand,training,,,,48
D:\ediprjcursor\data\datasetHand\Training\training_words\477.png,477.png,Baclofen,Baclofen,datasetHand,training,,,,11
D:\ediprjcursor\data\datasetHand\Training\training_words\2421.png,2421.png,Odmon,Montelukast Sodium,datasetHand,training,,,,60
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P4486.jpg,P4486.jpg,Fenadin,Fexofenadine Hydrochloride,RxHandBD-ML,train,fenadin,exact_clean,100.0,29
D:\ediprjcursor\data\datasetHand\Training\training_words\1740.png,1740.png,Lucan-R,Fluconazole,datasetHand,training,,,,43
D:\ediprjcursor\data\datasetHand\Training\training_words\3077.png,3077.png,Vifas,Fexofenadine Hydrochloride,datasetHand,training,,,,76
D:\ediprjcursor\data\datasetHand\Training\training_words\3019.png,3019.png,Trilock,Montelukast Sodium,datasetHand,training,,,,75
D:\ediprjcursor\data\datasetHand\Training\training_words\1075.png,1075.png,Esoral,Esomeprazole,datasetHand,training,,,,26
D:\ediprjcursor\data\datasetHand\Training\training_words\1153.png,1153.png,Exium,Esomeprazole,datasetHand,training,,,,28
D:\ediprjcursor\data\datasetHand\Training\training_words\2401.png,2401.png,Odmon,Montelukast Sodium,datasetHand,training,,,,60
D:\ediprjcursor\data\datasetHand\Training\training_words\166.png,166.png,Atrizin,Cetirizine Hydrochloride,datasetHand,training,,,,4
D:\ediprjcursor\data\datasetHand\Training\training_words\1997.png,1997.png,Metsina,Metronidazole,datasetHand,training,,,,49
D:\ediprjcursor\data\datasetHand\Training\training_words\2656.png,2656.png,Rhinil,Cetirizine Hydrochloride,datasetHand,training,,,,66
D:\ediprjcursor\data\datasetHand\Training\training_words\2239.png,2239.png,Napa,Paracetamol,datasetHand,training,,,,54
D:\ediprjcursor\data\datasetHand\Training\training_words\2229.png,2229.png,Napa,Paracetamol,datasetHand,training,,,,54
D:\ediprjcursor\data\datasetHand\Training\training_words\1514.png,1514.png,Flugal,Fluconazole,datasetHand,training,,,,37
D:\ediprjcursor\data\datasetHand\Training\training_words\804.png,804.png,Dancel,Ketoconazole (Shampoo),datasetHand,training,,,,20
D:\ediprjcursor\data\datasetHand\Training\training_words\2064.png,2064.png,Montair,Montelukast Sodium,datasetHand,training,,,,51
D:\ediprjcursor\data\datasetHand\Training\training_words\2669.png,2669.png,Rhinil,Cetirizine Hydrochloride,datasetHand,training,,,,66
D:\ediprjcursor\data\datasetHand\Training\training_words\2036.png,2036.png,Monas,Montelukast Sodium,datasetHand,training,,,,50
D:\ediprjcursor\data\datasetHand\Training\training_words\22.png,22.png,Aceta,Paracetamol,datasetHand,training,,,,1
D:\ediprjcursor\data\datasetHand\Training\training_words\2288.png,2288.png,Nexum,Esomeprazole,datasetHand,training,,,,57
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P3907.jpg,P3907.jpg,Napa Extend,Paracetamol,RxHandBD-ML,train,Napa,exact_clean,100.0,55
D:\ediprjcursor\data\datasetHand\Training\training_words\901.png,901.png,Diflu,Fluconazole,datasetHand,training,,,,22
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P3390.jpg,P3390.jpg,Rivotril,Clonazepam,RxHandBD-ML,train,Rivotril,exact_clean,100.0,68
D:\ediprjcursor\data\datasetHand\Training\training_words\1991.png,1991.png,Metsina,Metronidazole,datasetHand,training,,,,49
D:\ediprjcursor\data\datasetHand\Training\training_words\980.png,980.png,Disopan,Clonazepam,datasetHand,training,,,,24
D:\ediprjcursor\data\datasetHand\Training\training_words\1894.png,1894.png,Maxpro,Esomeprazole,datasetHand,training,,,,47
D:\ediprjcursor\data\datasetHand\Training\training_words\444.png,444.png,Baclofen,Baclofen,datasetHand,training,,,,11
D:\ediprjcursor\data\datasetHand\Training\training_words\481.png,481.png,Baclon,Baclofen,datasetHand,training,,,,12
D:\ediprjcursor\data\datasetHand\Training\training_words\1413.png,1413.png,Flexibac,Baclofen,datasetHand,training,,,,35
D:\ediprjcursor\data\datasetHand\Training\training_words\624.png,624.png,Bicozin,Vitamin B Complex + Zinc,datasetHand,training,,,,15
D:\ediprjcursor\data\datasetHand\Training\training_words\754.png,754.png,Cetisoft,Cetirizine Hydrochloride,datasetHand,training,,,,18
D:\ediprjcursor\data\datasetHand\Training\training_words\1603.png,1603.png,Ketotab,Ketoconazole (Tablet),datasetHand,training,,,,40
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P5040.jpg,P5040.jpg,Monas,Montelukast Sodium,RxHandBD-ML,train,monas,exact_clean,100.0,50
D:\ediprjcursor\data\datasetHand\Training\training_words\510.png,510.png,Baclon,Baclofen,datasetHand,training,,,,12
D:\ediprjcursor\data\datasetHand\Training\training_words\3086.png,3086.png,Zithrin,Azithromycin Dihydrate,datasetHand,training,,,,77
D:\ediprjcursor\data\datasetHand\Training\training_words\795.png,795.png,Conaz,Fluconazole,datasetHand,training,,,,19
D:\ediprjcursor\data\datasetHand\Training\training_words\1983.png,1983.png,Metsina,Metronidazole,datasetHand,training,,,,49
D:\ediprjcursor\data\datasetHand\Training\training_words\906.png,906.png,Diflu,Fluconazole,datasetHand,training,,,,22
D:\ediprjcursor\data\datasetHand\Training\training_words\452.png,452.png,Baclofen,Baclofen,datasetHand,training,,,,11
D:\ediprjcursor\data\datasetHand\Training\training_words\1186.png,1186.png,Fenadin,Fexofenadine Hydrochloride,datasetHand,training,,,,29
D:\ediprjcursor\data\datasetHand\Training\training_words\1486.png,1486.png,Flugal,Fluconazole,datasetHand,training,,,,37
D:\ediprjcursor\data\datasetHand\Training\training_words\1230.png,1230.png,Fexofast,Fexofenadine Hydrochloride,datasetHand,training,,,,31
D:\ediprjcursor\data\datasetHand\Training\training_words\2282.png,2282.png,Nexum,Esomeprazole,datasetHand,training,,,,57
D:\ediprjcursor\data\datasetHand\Training\training_words\2690.png,2690.png,Ritch,Fexofenadine Hydrochloride,datasetHand,training,,,,67
D:\ediprjcursor\data\datasetHand\Training\training_words\1803.png,1803.png,M-Kast,Montelukast Sodium,datasetHand,training,,,,45
D:\ediprjcursor\data\datasetHand\Training\training_words\643.png,643.png,Canazole,Fluconazole,datasetHand,training,,,,16
D:\ediprjcursor\data\datasetHand\Training\training_words\2247.png,2247.png,Nexcap,Esomeprazole,datasetHand,training,,,,56
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P3903.jpg,P3903.jpg,Vifas,Fexofenadine Hydrochloride,RxHandBD-ML,train,Vifas,exact_clean,100.0,76
D:\ediprjcursor\data\datasetHand\Training\training_words\2048.png,2048.png,Montair,Montelukast Sodium,datasetHand,training,,,,51
D:\ediprjcursor\data\datasetHand\Training\training_words\1723.png,1723.png,Lucan-R,Fluconazole,datasetHand,training,,,,43
D:\ediprjcursor\data\datasetHand\Training\training_words\2458.png,2458.png,Omastin,Fluconazole,datasetHand,training,,,,61
D:\ediprjcursor\data\RxHandBD-ML\Train_Set\P2923.jpg,P2923.jpg,Montene,Montelukast Sodium,RxHandBD-ML,train,Montene,exact_clean,100.0,52
D:\ediprjcursor\data\datasetHand\Training\training_words\2001.png,2001.png,Monas,Montelukast Sodium,datasetHand,training,,,,50
